"region","year","hist","futr"
"Africa_Eastern",2100,NA,681323
"Africa_Northern",2020,NA,196801
"Africa_Northern",2025,NA,207480
"Africa_Northern",2030,NA,216852
"Africa_Northern",2035,NA,225136
"Africa_Northern",2040,NA,232477
"Africa_Northern",2045,NA,238781
"Africa_Northern",2050,NA,243731
"Africa_Northern",2055,NA,247357
"Africa_Northern",2060,NA,249677
"Africa_Northern",2065,NA,250848
"Africa_Northern",2070,NA,250893
"Africa_Northern",2075,NA,249970
"Africa_Northern",2080,NA,248377
"Africa_Northern",2085,NA,246266
"Africa_Northern",2090,NA,243811
"Africa_Northern",2095,NA,240965
"Africa_Northern",2100,NA,237829
"Africa_Southern",2020,NA,179810
"Africa_Southern",2025,NA,199719
"Africa_Southern",2030,NA,219910
"Africa_Southern",2035,NA,240067
"Africa_Southern",2040,NA,260006
"Africa_Southern",2045,NA,279087
"Africa_Southern",2050,NA,297214
"Africa_Southern",2055,NA,313929
"Africa_Southern",2060,NA,329226
"Africa_Southern",2065,NA,343254
"Africa_Southern",2070,NA,355958
"Africa_Southern",2075,NA,367099
"Africa_Southern",2080,NA,376885
"Africa_Southern",2085,NA,385319
"Africa_Southern",2090,NA,392092
"Africa_Southern",2095,NA,397271
"Africa_Southern",2100,NA,400909
"Africa_Western",2020,NA,537465
"Africa_Western",2025,NA,599748
"Africa_Western",2030,NA,664116
"Africa_Western",2035,NA,729808
"Africa_Western",2040,NA,795629
"Africa_Western",2045,NA,860599
"Africa_Western",2050,NA,924076
"Africa_Western",2055,NA,982617
"Africa_Western",2060,NA,1036428
"Africa_Western",2065,NA,1086774
"Africa_Western",2070,NA,1133098
"Africa_Western",2075,NA,1174799
"Africa_Western",2080,NA,1211622
"Africa_Western",2085,NA,1243151
"Africa_Western",2090,NA,1269546
"Africa_Western",2095,NA,1291417
"Africa_Western",2100,NA,1309175
"Australia_NZ",2020,NA,30619
"Australia_NZ",2025,NA,32663
"Australia_NZ",2030,NA,34591
"Australia_NZ",2035,NA,36424
"Australia_NZ",2040,NA,38212
"Australia_NZ",2045,NA,39967
"Australia_NZ",2050,NA,41667
"Australia_NZ",2055,NA,43281
"Australia_NZ",2060,NA,44784
"Australia_NZ",2065,NA,46069
"Australia_NZ",2070,NA,47145
"Australia_NZ",2075,NA,48016
"Australia_NZ",2080,NA,48667
"Australia_NZ",2085,NA,49082
"Australia_NZ",2090,NA,49233
"Australia_NZ",2095,NA,49103
"Australia_NZ",2100,NA,48725
"Brazil",2020,NA,212114
"Brazil",2025,NA,218835
"Brazil",2030,NA,224269
"Brazil",2035,NA,228418
"Brazil",2040,NA,231336
"Brazil",2045,NA,233038
"Brazil",2050,NA,233377
"Brazil",2055,NA,232304
"Brazil",2060,NA,230153
"Brazil",2065,NA,227015
"Brazil",2070,NA,223022
"Brazil",2075,NA,218264
"Brazil",2080,NA,212960
"Brazil",2085,NA,207279
"Brazil",2090,NA,201425
"Brazil",2095,NA,195525
"Brazil",2100,NA,189641
"Canada",2020,NA,37942
"Canada",2025,NA,39827
"Canada",2030,NA,41578
"Canada",2035,NA,43194
"Canada",2040,NA,44749
"Canada",2045,NA,46285
"Canada",2050,NA,47808
"Canada",2055,NA,49283
"Canada",2060,NA,50702
"Canada",2065,NA,51943
"Canada",2070,NA,53010
"Canada",2075,NA,53899
"Canada",2080,NA,54577
"Canada",2085,NA,55014
"Canada",2090,NA,55203
"Canada",2095,NA,55088
"Canada",2100,NA,54679
"Central America and Caribbean",2020,NA,90410
"Central America and Caribbean",2025,NA,94236
"Central America and Caribbean",2030,NA,97597
"Central America and Caribbean",2035,NA,100446
"Central America and Caribbean",2040,NA,102754
"Central America and Caribbean",2045,NA,104535
"Central America and Caribbean",2050,NA,105763
"Central America and Caribbean",2055,NA,106465
"Central America and Caribbean",2060,NA,106650
"Central America and Caribbean",2065,NA,106558
"Central America and Caribbean",2070,NA,106227
"Central America and Caribbean",2075,NA,105638
"Central America and Caribbean",2080,NA,104841
"Central America and Caribbean",2085,NA,103819
"Central America and Caribbean",2090,NA,102640
"Central America and Caribbean",2095,NA,101344
"Central America and Caribbean",2100,NA,99983
"Central Asia",2020,NA,91528
"Central Asia",2025,NA,94287
"Central Asia",2030,NA,96353
"Central Asia",2035,NA,97911
"Central Asia",2040,NA,99103
"Central Asia",2045,NA,99832
"Central Asia",2050,NA,99981
"Central Asia",2055,NA,99590
"Central Asia",2060,NA,98781
"Central Asia",2065,NA,97769
"Central Asia",2070,NA,96551
"Central Asia",2075,NA,95122
"Central Asia",2080,NA,93500
"Central Asia",2085,NA,91781
"Central Asia",2090,NA,90071
"Central Asia",2095,NA,88412
"Central Asia",2100,NA,86771
"China",2020,NA,1431256
"China",2025,NA,1437681
"China",2030,NA,1433379
"China",2035,NA,1417835
"China",2040,NA,1391617
"China",2045,NA,1356311
"China",2050,NA,1313216
"China",2055,NA,1264144
"China",2060,NA,1211040
"China",2065,NA,1156065
"China",2070,NA,1101079
"China",2075,NA,1046473
"China",2080,NA,992245
"China",2085,NA,939257
"China",2090,NA,889160
"China",2095,NA,842988
"China",2100,NA,800756
"EU-12",2020,NA,100489
"EU-12",2025,NA,99871
"EU-12",2030,NA,98929
"EU-12",2035,NA,97638
"EU-12",2040,NA,96191
"EU-12",2045,NA,94712
"EU-12",2050,NA,93190
"EU-12",2055,NA,91540
"EU-12",2060,NA,89687
"EU-12",2065,NA,87507
"EU-12",2070,NA,85081
"EU-12",2075,NA,82569
"EU-12",2080,NA,80124
"EU-12",2085,NA,77829
"EU-12",2090,NA,75700
"EU-12",2095,NA,73704
"EU-12",2100,NA,71775
"EU-15",2020,NA,410786
"EU-15",2025,NA,417109
"EU-15",2030,NA,422887
"EU-15",2035,NA,428181
"EU-15",2040,NA,433036
"EU-15",2045,NA,437256
"EU-15",2050,NA,440600
"EU-15",2055,NA,442992
"EU-15",2060,NA,444653
"EU-15",2065,NA,445271
"EU-15",2070,NA,445263
"EU-15",2075,NA,444778
"EU-15",2080,NA,443719
"EU-15",2085,NA,441988
"EU-15",2090,NA,439290
"EU-15",2095,NA,435605
"EU-15",2100,NA,430661
"Europe_Eastern",2020,NA,56851
"Europe_Eastern",2025,NA,55458
"Europe_Eastern",2030,NA,54198
"Europe_Eastern",2035,NA,53087
"Europe_Eastern",2040,NA,52133
"Europe_Eastern",2045,NA,51262
"Europe_Eastern",2050,NA,50429
"Europe_Eastern",2055,NA,49635
"Europe_Eastern",2060,NA,48892
"Europe_Eastern",2065,NA,48066
"Europe_Eastern",2070,NA,47179
"Europe_Eastern",2075,NA,46230
"Europe_Eastern",2080,NA,45227
"Europe_Eastern",2085,NA,44191
"Europe_Eastern",2090,NA,43146
"Europe_Eastern",2095,NA,42092
"Europe_Eastern",2100,NA,41002
"Europe_Non_EU",2020,NA,104683
"Europe_Non_EU",2025,NA,108334
"Europe_Non_EU",2030,NA,111526
"Europe_Non_EU",2035,NA,114226
"Europe_Non_EU",2040,NA,116432
"Europe_Non_EU",2045,NA,118121
"Europe_Non_EU",2050,NA,119289
"Europe_Non_EU",2055,NA,119897
"Europe_Non_EU",2060,NA,120004
"Europe_Non_EU",2065,NA,119658
"Europe_Non_EU",2070,NA,118869
"Europe_Non_EU",2075,NA,117659
"Europe_Non_EU",2080,NA,116090
"Europe_Non_EU",2085,NA,114257
"Europe_Non_EU",2090,NA,112312
"Europe_Non_EU",2095,NA,110280
"Europe_Non_EU",2100,NA,108150
"European Free Trade Association",2020,NA,14375
"European Free Trade Association",2025,NA,14911
"European Free Trade Association",2030,NA,15440
"European Free Trade Association",2035,NA,15937
"European Free Trade Association",2040,NA,16401
"European Free Trade Association",2045,NA,16844
"European Free Trade Association",2050,NA,17270
"European Free Trade Association",2055,NA,17673
"European Free Trade Association",2060,NA,18044
"European Free Trade Association",2065,NA,18347
"European Free Trade Association",2070,NA,18591
"European Free Trade Association",2075,NA,18786
"European Free Trade Association",2080,NA,18932
"European Free Trade Association",2085,NA,19026
"European Free Trade Association",2090,NA,19045
"European Free Trade Association",2095,NA,18986
"European Free Trade Association",2100,NA,18847
"India",2020,NA,1390445
"India",2025,NA,1464252
"India",2030,NA,1531189
"India",2035,NA,1593137
"India",2040,NA,1648678
"India",2045,NA,1697448
"India",2050,NA,1736738
"India",2055,NA,1765632
"India",2060,NA,1782314
"India",2065,NA,1787852
"India",2070,NA,1784275
"India",2075,NA,1771807
"India",2080,NA,1750763
"India",2085,NA,1721856
"India",2090,NA,1687292
"India",2095,NA,1647716
"India",2100,NA,1605656
"Indonesia",2020,NA,268979
"Indonesia",2025,NA,277911
"Indonesia",2030,NA,285073
"Indonesia",2035,NA,290581
"Indonesia",2040,NA,294272
"Indonesia",2045,NA,295961
"Indonesia",2050,NA,295514
"Indonesia",2055,NA,293448
"Indonesia",2060,NA,289848
"Indonesia",2065,NA,284947
"Indonesia",2070,NA,279001
"Indonesia",2075,NA,272274
"Indonesia",2080,NA,265011
"Indonesia",2085,NA,257412
"Indonesia",2090,NA,249617
"Indonesia",2095,NA,241732
"Indonesia",2100,NA,233841
"Japan",2020,NA,126674
"Japan",2025,NA,124682
"Japan",2030,NA,122205
"Japan",2035,NA,119425
"Japan",2040,NA,116466
"Japan",2045,NA,113374
"Japan",2050,NA,110228
"Japan",2055,NA,107097
"Japan",2060,NA,103942
"Japan",2065,NA,100573
"Japan",2070,NA,97045
"Japan",2075,NA,93496
"Japan",2080,NA,90013
"Japan",2085,NA,86442
"Japan",2090,NA,82905
"Japan",2095,NA,79443
"Japan",2100,NA,76059
"Mexico",2020,NA,128166
"Mexico",2025,NA,133883
"Mexico",2030,NA,138897
"Mexico",2035,NA,143123
"Mexico",2040,NA,146566
"Mexico",2045,NA,149207
"Mexico",2050,NA,151057
"Mexico",2055,NA,152126
"Mexico",2060,NA,152391
"Mexico",2065,NA,152312
"Mexico",2070,NA,152038
"Mexico",2075,NA,151541
"Mexico",2080,NA,150753
"Mexico",2085,NA,149656
"Mexico",2090,NA,148293
"Mexico",2095,NA,146831
"Mexico",2100,NA,145314
"Middle East",2020,NA,263175
"Middle East",2025,NA,285215
"Middle East",2030,NA,306215
"Middle East",2035,NA,326372
"Middle East",2040,NA,345587
"Middle East",2045,NA,363165
"Middle East",2050,NA,378689
"Middle East",2055,NA,391982
"Middle East",2060,NA,402949
"Middle East",2065,NA,411673
"Middle East",2070,NA,418270
"Middle East",2075,NA,422733
"Middle East",2080,NA,425282
"Middle East",2085,NA,426217
"Middle East",2090,NA,425855
"Middle East",2095,NA,424503
"Middle East",2100,NA,422123
"Pakistan",2020,NA,217611
"Pakistan",2025,NA,235246
"Pakistan",2030,NA,251556
"Pakistan",2035,NA,266794
"Pakistan",2040,NA,281252
"Pakistan",2045,NA,294811
"Pakistan",2050,NA,307069
"Pakistan",2055,NA,317275
"Pakistan",2060,NA,325405
"Pakistan",2065,NA,331845
"Pakistan",2070,NA,336791
"Pakistan",2075,NA,340620
"Pakistan",2080,NA,343182
"Pakistan",2085,NA,344732
"Pakistan",2090,NA,344939
"Pakistan",2095,NA,344183
"Pakistan",2100,NA,342540
"Russia",2020,NA,144271
"Russia",2025,NA,143195
"Russia",2030,NA,141897
"Russia",2035,NA,140735
"Russia",2040,NA,140027
"Russia",2045,NA,139464
"Russia",2050,NA,138932
"Russia",2055,NA,138295
"Russia",2060,NA,137620
"Russia",2065,NA,136685
"Russia",2070,NA,135592
"Russia",2075,NA,134301
"Russia",2080,NA,132755
"Russia",2085,NA,130973
"Russia",2090,NA,129027
"Russia",2095,NA,126931
"Russia",2100,NA,124611
"South Africa",2020,NA,57817
"South Africa",2025,NA,59978
"South Africa",2030,NA,61814
"South Africa",2035,NA,63336
"South Africa",2040,NA,64630
"South Africa",2045,NA,65681
"South Africa",2050,NA,66519
"South Africa",2055,NA,67138
"South Africa",2060,NA,67571
"South Africa",2065,NA,67720
"South Africa",2070,NA,67556
"South Africa",2075,NA,67095
"South Africa",2080,NA,66349
"South Africa",2085,NA,65437
"South Africa",2090,NA,64361
"South Africa",2095,NA,63119
"South Africa",2100,NA,61707
"South America_Northern",2020,NA,33700
"South America_Northern",2025,NA,35594
"South America_Northern",2030,NA,37332
"South America_Northern",2035,NA,38852
"South America_Northern",2040,NA,40151
"South America_Northern",2045,NA,41230
"South America_Northern",2050,NA,42082
"South America_Northern",2055,NA,42720
"South America_Northern",2060,NA,43150
"South America_Northern",2065,NA,43365
"South America_Northern",2070,NA,43360
"South America_Northern",2075,NA,43147
"South America_Northern",2080,NA,42778
"South America_Northern",2085,NA,42267
"South America_Northern",2090,NA,41631
"South America_Northern",2095,NA,40891
"South America_Northern",2100,NA,40070
"South America_Southern",2020,NA,89585
"South America_Southern",2025,NA,93150
"South America_Southern",2030,NA,96224
"South America_Southern",2035,NA,98742
"South America_Southern",2040,NA,100722
"South America_Southern",2045,NA,102136
"South America_Southern",2050,NA,102982
"South America_Southern",2055,NA,103289
"South America_Southern",2060,NA,103109
"South America_Southern",2065,NA,102643
"South America_Southern",2070,NA,101937
"South America_Southern",2075,NA,100995
"South America_Southern",2080,NA,99817
"South America_Southern",2085,NA,98433
"South America_Southern",2090,NA,96900
"South America_Southern",2095,NA,95294
"South America_Southern",2100,NA,93650
"South Asia",2020,NA,256461
"South Asia",2025,NA,272593
"South Asia",2030,NA,287632
"South Asia",2035,NA,301395
"South Asia",2040,NA,313720
"South Asia",2045,NA,324320
"South Asia",2050,NA,333066
"South Asia",2055,NA,339924
"South Asia",2060,NA,344844
"South Asia",2065,NA,348159
"South Asia",2070,NA,350061
"South Asia",2075,NA,350761
"South Asia",2080,NA,350355
"South Asia",2085,NA,348946
"South Asia",2090,NA,346676
"South Asia",2095,NA,343742
"South Asia",2100,NA,340319
"South Korea",2020,NA,51313
"South Korea",2025,NA,51586
"South Korea",2030,NA,51607
"South Korea",2035,NA,51276
"South Korea",2040,NA,50536
"South Korea",2045,NA,49424
"South Korea",2050,NA,47994
"South Korea",2055,NA,46346
"South Korea",2060,NA,44588
"South Korea",2065,NA,42769
"South Korea",2070,NA,40936
"South Korea",2075,NA,39131
"South Korea",2080,NA,37385
"South Korea",2085,NA,35718
"South Korea",2090,NA,34143
"South Korea",2095,NA,32668
"South Korea",2100,NA,31222
"Southeast Asia",2020,NA,433107
"Southeast Asia",2025,NA,451150
"Southeast Asia",2030,NA,466494
"Southeast Asia",2035,NA,478957
"Southeast Asia",2040,NA,488555
"Southeast Asia",2045,NA,495292
"Southeast Asia",2050,NA,499174
"Southeast Asia",2055,NA,500737
"Southeast Asia",2060,NA,500223
"Southeast Asia",2065,NA,497740
"Southeast Asia",2070,NA,493605
"Southeast Asia",2075,NA,487847
"Southeast Asia",2080,NA,480743
"Southeast Asia",2085,NA,472604
"Southeast Asia",2090,NA,463739
"Southeast Asia",2095,NA,454455
"Southeast Asia",2100,NA,444858
"Taiwan",2020,NA,23557
"Taiwan",2025,NA,23557
"Taiwan",2030,NA,23557
"Taiwan",2035,NA,23557
"Taiwan",2040,NA,23557
"Taiwan",2045,NA,23557
"Taiwan",2050,NA,23557
"Taiwan",2055,NA,23557
"Taiwan",2060,NA,23557
"Taiwan",2065,NA,23557
"Taiwan",2070,NA,23557
"Taiwan",2075,NA,23557
"Taiwan",2080,NA,23557
"Taiwan",2085,NA,23557
"Taiwan",2090,NA,23557
"Taiwan",2095,NA,23557
"Taiwan",2100,NA,23557
"Argentina",2020,NA,44637
"Argentina",2025,NA,46040
"Argentina",2030,NA,47286
"Argentina",2035,NA,48376
"Argentina",2040,NA,49321
"Argentina",2045,NA,50052
"Argentina",2050,NA,50587
"Argentina",2055,NA,50920
"Argentina",2060,NA,51055
"Argentina",2065,NA,51051
"Argentina",2070,NA,50881
"Argentina",2075,NA,50559
"Argentina",2080,NA,50101
"Argentina",2085,NA,49577
"Argentina",2090,NA,49002
"Argentina",2095,NA,48379
"Argentina",2100,NA,47716
"Colombia",2020,NA,50315
"Colombia",2025,NA,52898
"Colombia",2030,NA,55222
"Colombia",2035,NA,57240
"Colombia",2040,NA,58976
"Colombia",2045,NA,60431
"Colombia",2050,NA,61553
"Colombia",2055,NA,62356
"Colombia",2060,NA,62899
"Colombia",2065,NA,63157
"Colombia",2070,NA,63179
"Colombia",2075,NA,62972
"Colombia",2080,NA,62528
"Colombia",2085,NA,61871
"Colombia",2090,NA,61079
"Colombia",2095,NA,60178
"Colombia",2100,NA,59180
